Product Name,New Prices,Category,Type,Image URL(s),Stock Quantity,Description,Product Buy Link,Size/Color Variants,Gender,
Barrels And Oil Cropped Hoodie with Back Cutout,1599,Clothing,Sweatshirt & Hoodies,https://assets.ajio.com/medias/sys_master/root/20221226/M8Fp/63a942bcf997ddfdbdf68540/barrels_and_oil_green_cropped_hoodie_with_back_cutout.jpg,245,Comfortable everyday tee with relaxed fit and soft breathable fabric — perfect for casual wear.,https://www.ajio.com/barrels-and-oil-cropped-hoodie-with-back-cutout/p/469047849_mint,mint,Women,
Xint Crew Neck Regular Fit T-shirt,1399,Clothing,Tshirts,https://assets.ajio.com/medias/sys_master/root/20230914/juh2/65033e10ddf7791519d9c32b/xint_black_crew_neck_regular_fit_t-shirt.jpg,281,Comfortable everyday tee with relaxed fit and soft breathable fabric — perfect for casual wear.,https://www.ajio.com/xint-crew-neck-regular-fit-t-shirt/p/469490505_navyblue,navyblue,Women,
Mavi Women Printed Slim Fit Crew-Neck T-Shirt,1399,Clothing,Tshirts,https://assets.ajio.com/medias/sys_master/root/20240305/00pc/65e7303505ac7d77bb989d7d/mavi_black_women_printed_slim_fit_crew-neck_t-shirt.jpg,257,Comfortable everyday tee with relaxed fit and soft breathable fabric — perfect for casual wear.,https://www.ajio.com/mavi-women-printed-slim-fit-crew-neck-t-shirt/p/469608519_black,black,Men,
Y-LONDON Shift Dress with Ruffles,2299,Clothing,Dresses,https://assets.ajio.com/medias/sys_master/root/20221115/9bFT/6373b814aeb269659c8f335d/y-london_rust_shift_dress_with_ruffles.jpg,233,Elegant dress with a flattering silhouette — perfect for any occasion.,https://www.ajio.com/y-london-shift-dress-with-ruffles/p/469371943_taupe,taupe,Women,
TALLY WEiJL High-Neck Pullover with Drop-Shoulder Sleeves,2799,Clothing,Sweaters & Cardigans,https://assets.ajio.com/medias/sys_master/root/20230522/Ln9G/646b0f5b42f9e729d79fdc89/tally_weijl_grey_high-neck_pullover_with_drop-shoulder_sleeves.jpg,204,Premium quality Sweaters & Cardigans at an unbeatable discounted price — grab it before stock runs out.,https://www.ajio.com/tally-weijl-high-neck-pullover-with-drop-shoulder-sleeves/p/460829457_grey,grey,Women,
Oxxo Printed Tiered Skirt with Smocked Waist,2199,Clothing,Skirts,https://assets.ajio.com/medias/sys_master/root/20221125/XLH5/6380e812aeb269659cb61f7f/oxxo_beige_printed_tiered_skirt_with_smocked_waist.jpg,239,Premium quality Skirts at an unbeatable discounted price — grab it before stock runs out.,https://www.ajio.com/oxxo-printed-tiered-skirt-with-smocked-waist/p/469291451_watercolorfloral,watercolorfloral,Women,
LC Waikiki Graphic Print T-shirt,1499,Clothing,Tshirts,https://assets.ajio.com/medias/sys_master/root/20221012/sbvW/6346d52eaeb269659c3fd5b1/lc_waikiki_grey_graphic_print_t-shirt.jpg,164,Comfortable everyday tee with relaxed fit and soft breathable fabric — perfect for casual wear.,https://www.ajio.com/lc-waikiki-graphic-print-t-shirt/p/469207875_lbeige,lbeige,Women,
Xint Printed Shirt with Cuban Collar,1899,Clothing,Shirts,https://assets.ajio.com/medias/sys_master/root/20230914/FkbM/65031cabafa4cf41f5e4e0c1/xint_white_printed_shirt_with_cuban_collar.jpg,173,Classic regular-fit shirt with clean collar — versatile for both office and casual outings.,https://www.ajio.com/xint-printed-shirt-with-cuban-collar/p/469490598_brownwhite,brownwhite,Women,
Oxxo Floral Print A-line Skirt,1799,Clothing,Skirts,https://assets.ajio.com/medias/sys_master/root/20221125/x8gY/6380f789aeb269659cb6a8cb/oxxo_black_%26_white_floral_print_a-line_skirt.jpg,339,Premium quality Skirts at an unbeatable discounted price — grab it before stock runs out.,https://www.ajio.com/oxxo-floral-print-a-line-skirt/p/469291273_blue,blue,Women,
TRENDYOL Graphic Print Crew-Neck Sweatshirt,2299,Clothing,Sweatshirt & Hoodies,https://assets.ajio.com/medias/sys_master/root/20210903/0yrd/613153feaeb269a2688887a4/trendyol_yellow_graphic_print_crew-neck_sweatshirt.jpg,276,Comfortable everyday tee with relaxed fit and soft breathable fabric — perfect for casual wear.,https://www.ajio.com/trendyol-graphic-print-crew-neck-sweatshirt/p/460996171_yellow,yellow,Women,
Oxxo Micro Print Scoop-Neck Pullover,1799,Clothing,Sweaters & Cardigans,https://assets.ajio.com/medias/sys_master/root/20230518/RZ4o/646647e642f9e729d797e9c1/oxxo_beige_micro_print_scoop-neck_pullover.jpg,194,Premium quality Sweaters & Cardigans at an unbeatable discounted price — grab it before stock runs out.,https://www.ajio.com/oxxo-micro-print-scoop-neck-pullover/p/469291333_beige,beige,Women,
I Saw It First Bodycon Dress with Puff Sleeves,2299,Clothing,Dresses,https://assets.ajio.com/medias/sys_master/root/20230110/4LmB/63bd7ac0f997dd708efbac96/i_saw_it_first_peach_bodycon_dress_with_puff_sleeves.jpg,399,Elegant dress with a flattering silhouette — perfect for any occasion.,https://www.ajio.com/i-saw-it-first-bodycon-dress-with-puff-sleeves/p/469180037_coral,coral,Women,
Mavi Women Graphic Print Slim Fit Crew-Neck T-Shirt,1399,Clothing,Tshirts,https://assets.ajio.com/medias/sys_master/root/20240305/lqTc/65e72f5805ac7d77bb989895/mavi_white_women_graphic_print_slim_fit_crew-neck_t-shirt.jpg,344,Comfortable everyday tee with relaxed fit and soft breathable fabric — perfect for casual wear.,https://www.ajio.com/mavi-women-graphic-print-slim-fit-crew-neck-t-shirt/p/469608518_white,white,Men,
Wknd Knitted Button-Front Cardigan,2299,Clothing,Sweaters & Cardigans,https://assets.ajio.com/medias/sys_master/root/20230601/fWf9/64781fdcd55b7d0c632f9051/wknd_tenis_green_knitted_button-front_cardigan.jpg,203,Premium quality Sweaters & Cardigans at an unbeatable discounted price — grab it before stock runs out.,https://www.ajio.com/wknd-knitted-button-front-cardigan/p/469356261_green,green,Women,
Oxxo Tiered Skirt with Waist Tie-Up,1499,Clothing,Skirts,https://assets.ajio.com/medias/sys_master/root/20221125/ur7x/6380e8fdf997ddfdbd9e69f7/oxxo_beige_tiered_skirt_with_waist_tie-up.jpg,256,Premium quality Skirts at an unbeatable discounted price — grab it before stock runs out.,https://www.ajio.com/oxxo-tiered-skirt-with-waist-tie-up/p/469290996_beige,beige,Women,
Xint Ribbed One-Shoulder Top,1299,Clothing,Tops,https://assets.ajio.com/medias/sys_master/root/20230914/9KIE/65031cccafa4cf41f5e4e439/xint_lilac_ribbed_one-shoulder_top.jpg,370,"Trendy top with a chic design — pairs well with jeans, skirts, or palazzos.",https://www.ajio.com/xint-ribbed-one-shoulder-top/p/469490622_lilac,lilac,Women,
Oxxo Slim Fit Pants with Insert Pockets,2599,Clothing,Trousers & Pants,https://assets.ajio.com/medias/sys_master/root/20221125/6Y5e/6380f0f5aeb269659cb66f13/oxxo_sap_green_slim_fit_pants_with_insert_pockets.jpg,345,Well-tailored trousers with a clean finish — ideal for formal and semi-formal occasions.,https://www.ajio.com/oxxo-slim-fit-pants-with-insert-pockets/p/469291516_green,green,Women,
Colin's Hoodie with Kangaroo Pocket,2299,Clothing,Sweatshirt & Hoodies,https://assets.ajio.com/medias/sys_master/root/20230516/QKJP/6463c34542f9e729d78df541/colin%27s_orange_hoodie_with_kangaroo_pocket.jpg,236,Comfortable everyday tee with relaxed fit and soft breathable fabric — perfect for casual wear.,https://www.ajio.com/colin-s-hoodie-with-kangaroo-pocket/p/469348095_orange,orange,Women,
LC Waikiki Typographic Print Drawstring Waist,1699,Clothing,Sweatshirt & Hoodies,https://assets.ajio.com/medias/sys_master/root/20230515/9pMk/64624f1242f9e729d7870618/lc_waikiki_white_typographic_print_drawstring_waist.jpg,228,Comfortable everyday tee with relaxed fit and soft breathable fabric — perfect for casual wear.,https://www.ajio.com/lc-waikiki-typographic-print-drawstring-waist/p/469395393_opticalwhite,opticalwhite,Women,
Na-kd Ribbed Open-Front Cardigan,2999,Clothing,Sweaters & Cardigans,https://assets.ajio.com/medias/sys_master/root/20221125/1lRV/6380f3caf997ddfdbd9ed11b/na-kd_lavender_ribbed_open-front_cardigan.jpg,341,Premium quality Sweaters & Cardigans at an unbeatable discounted price — grab it before stock runs out.,https://www.ajio.com/na-kd-ribbed-open-front-cardigan/p/469293741_purple,purple,Women,
Oxxo Boat-Neck Sleeveless Top,1499,Clothing,Tops,https://assets.ajio.com/medias/sys_master/root/20230518/fKgM/64663efb42f9e729d797ae20/oxxo_peach_boat-neck_sleeveless_top.jpg,386,"Trendy top with a chic design — pairs well with jeans, skirts, or palazzos.",https://www.ajio.com/oxxo-boat-neck-sleeveless-top/p/469150981_red,red,Women,
Zabaione Checked Round-Neck Shrug,2199,Clothing,Shrugs & Jackets,https://assets.ajio.com/medias/sys_master/root/20230522/oHIn/646b8c0242f9e729d7a26860/zabaione_white_checked_round-neck_shrug.jpg,162,Stylish jacket with a modern cut — adds an instant edge to any outfit.,https://www.ajio.com/zabaione-checked-round-neck-shrug/p/469058100_grey,grey,Women,
Xint Ribbed Hems Crew-Neck Sweatshirt,2499,Clothing,Sweatshirt & Hoodies,https://assets.ajio.com/medias/sys_master/root/20230914/7wXM/650338d3ddf7791519d9a19b/xint_purple_ribbed_hems_crew-neck_sweatshirt.jpg,294,Comfortable everyday tee with relaxed fit and soft breathable fabric — perfect for casual wear.,https://www.ajio.com/xint-ribbed-hems-crew-neck-sweatshirt/p/469396235_lilac,lilac,Women,
Na-kd Knitted Slim Shorts,1999,Clothing,Shorts,https://assets.ajio.com/medias/sys_master/root/20221125/f9Gy/6380f001aeb269659cb66878/na-kd_olive_green_knitted_slim_shorts.jpg,239,Comfortable shorts in breathable fabric — great for casual outings and lounging.,https://www.ajio.com/na-kd-knitted-slim-shorts/p/469215150_grey,grey,Women,
Oxxo Striped Fitted Cardigan,1699,Clothing,Sweaters & Cardigans,https://assets.ajio.com/medias/sys_master/root/20230518/PqoS/64665235d55b7d0c63c43c27/oxxo_black_striped_fitted_cardigan.jpg,295,Premium quality Sweaters & Cardigans at an unbeatable discounted price — grab it before stock runs out.,https://www.ajio.com/oxxo-striped-fitted-cardigan/p/469291266_black,black,Women,
Na-kd Ribbed V-Neck Crop Cardigan,2799,Clothing,Sweaters & Cardigans,https://assets.ajio.com/medias/sys_master/root/20230519/bUJH/6467ae76d55b7d0c63ca1fdf/na-kd_green_ribbed_v-neck_crop_cardigan.jpg,241,Premium quality Sweaters & Cardigans at an unbeatable discounted price — grab it before stock runs out.,https://www.ajio.com/na-kd-ribbed-v-neck-crop-cardigan/p/469293735_lightgreen,lightgreen,Women,
Wknd Cable-Knit Sleeveless Pullover,2099,Clothing,Sweaters & Cardigans,https://assets.ajio.com/medias/sys_master/root/20230601/0mi9/6478224a42f9e729d705798e/wknd_fuschia_cable-knit_sleeveless_pullover.jpg,212,Premium quality Sweaters & Cardigans at an unbeatable discounted price — grab it before stock runs out.,https://www.ajio.com/wknd-cable-knit-sleeveless-pullover/p/469356267_fuschia,fuschia,Women,
TRENDYOL Hoodie with Flap Pocket,2199,Clothing,Sweatshirt & Hoodies,https://assets.ajio.com/medias/sys_master/root/20221012/yBff/6346d8e0aeb269659c3ff00c/trendyol_white_hoodie_with_flap_pocket.jpg,291,Comfortable everyday tee with relaxed fit and soft breathable fabric — perfect for casual wear.,https://www.ajio.com/trendyol-hoodie-with-flap-pocket/p/469038552_white,white,Women,
Na-kd Ribbed Slim Fit Shorts,2199,Clothing,Shorts,https://assets.ajio.com/medias/sys_master/root/20221125/UCT0/6380e42faeb269659cb5f988/na-kd_orange_ribbed_slim_fit_shorts.jpg,313,Comfortable shorts in breathable fabric — great for casual outings and lounging.,https://www.ajio.com/na-kd-ribbed-slim-fit-shorts/p/469215490_orange,orange,Women,
TRENDYOL Full Sleeves Hoodie with Flap Pocket,2199,Clothing,Sweatshirt & Hoodies,https://assets.ajio.com/medias/sys_master/root/20210903/xoki/61311ad0aeb269a268880dd9/trendyol_beige_full_sleeves_hoodie_with_flap_pocket.jpg,389,Comfortable everyday tee with relaxed fit and soft breathable fabric — perfect for casual wear.,https://www.ajio.com/trendyol-full-sleeves-hoodie-with-flap-pocket/p/460995875_beige,beige,Women,
TRENDYOL Crew-Neck Sweatshirt with Leg-O-Mutton Sleeves,1699,Clothing,Sweatshirt & Hoodies,https://assets.ajio.com/medias/sys_master/root/20221125/5iSv/6380df26aeb269659cb5ccfd/trendyol_black_crew-neck_sweatshirt_with_leg-o-mutton_sleeves.jpg,194,Comfortable everyday tee with relaxed fit and soft breathable fabric — perfect for casual wear.,https://www.ajio.com/trendyol-crew-neck-sweatshirt-with-leg-o-mutton-sleeves/p/469277698_black,black,Women,
Xint Slim Fit Single Shoulder Crop Top,1199,Clothing,Tops,https://assets.ajio.com/medias/sys_master/root/20230914/TCtw/65032796ddf7791519d8c4e2/xint_light_brown_slim_fit_single_shoulder_crop_top.jpg,379,"Trendy top with a chic design — pairs well with jeans, skirts, or palazzos.",https://www.ajio.com/xint-slim-fit-single-shoulder-crop-top/p/469490535_lightbrown,lightbrown,Women,
LTB Drawstring Hoodie with Flock Print,2299,Clothing,Sweatshirt & Hoodies,https://assets.ajio.com/medias/sys_master/root/20230914/aKQI/65032ac6ddf7791519d8db9f/ltb_grey_drawstring_hoodie_with_flock_print.jpg,390,Comfortable everyday tee with relaxed fit and soft breathable fabric — perfect for casual wear.,https://www.ajio.com/ltb-drawstring-hoodie-with-flock-print/p/469359637_darkgrey,darkgrey,Women,
Xint Crew Neck Regular Fit T-shirt,1399,Clothing,Tshirts,https://assets.ajio.com/medias/sys_master/root/20230914/43L9/65033239ddf7791519d90ab7/xint_black_crew_neck_regular_fit_t-shirt.jpg,355,Comfortable everyday tee with relaxed fit and soft breathable fabric — perfect for casual wear.,https://www.ajio.com/xint-crew-neck-regular-fit-t-shirt/p/469490505_black,black,Women,
LC Waikiki Strappy Wrap Top,1699,Clothing,Tops,https://assets.ajio.com/medias/sys_master/root/20230612/AKEn/648737b942f9e729d73a91fd/lc_waikiki_fuchsia_pink_strappy_wrap_top.jpg,323,"Trendy top with a chic design — pairs well with jeans, skirts, or palazzos.",https://www.ajio.com/lc-waikiki-strappy-wrap-top/p/469252734_fuchsia,fuchsia,Women,
Oxxo Women Animal Print Relaxed Fit Shrug,2499,Clothing,Shrugs & Jackets,https://assets.ajio.com/medias/sys_master/root/20240305/x2bx/65e7313816fd2c6e6a3d27a0/oxxo_white_%26_black_women_animal_print_relaxed_fit_shrug.jpg,250,Stylish jacket with a modern cut — adds an instant edge to any outfit.,https://www.ajio.com/oxxo-women-animal-print-relaxed-fit-shrug/p/469291338_yellow,yellow,Men,
Y-LONDON Strappy Off-Shoulder A-Line Dress,2299,Clothing,Dresses,https://assets.ajio.com/medias/sys_master/root/20221114/sMux/637279ccf997ddfdbd73814c/y-london_black_strappy_off-shoulder_a-line_dress.jpg,230,Elegant dress with a flattering silhouette — perfect for any occasion.,https://www.ajio.com/y-london-strappy-off-shoulder-a-line-dress/p/469371961_black,black,Women,
TRENDYOL Pack of 2 Cotton High-Neck T-Shirt,1499,Clothing,Tshirts,https://assets.ajio.com/medias/sys_master/root/20230519/rqtB/6466782dd55b7d0c63c54f44/trendyol_green_pack_of_2_cotton_high-neck_t-shirt.jpg,270,Comfortable everyday tee with relaxed fit and soft breathable fabric — perfect for casual wear.,https://www.ajio.com/trendyol-pack-of-2-cotton-high-neck-t-shirt/p/469305865_green,green,Women,
Mavi One-Shoulder Top with Tie-Up Hemline,2199,Clothing,Tops,https://assets.ajio.com/medias/sys_master/root/20210528/wLD2/60b11205aeb269a9e3ccf252/mavi_black_one-shoulder_top_with_tie-up_hemline.jpg,212,"Trendy top with a chic design — pairs well with jeans, skirts, or palazzos.",https://www.ajio.com/mavi-one-shoulder-top-with-tie-up-hemline/p/460900903_black,black,Women,
Oxxo V-neck A-line Dress with Elasticated Waist,2599,Clothing,Dresses,https://assets.ajio.com/medias/sys_master/root/20230518/ahOL/64663a2d42f9e729d7978a2b/oxxo_white_v-neck_a-line_dress_with_elasticated_waist.jpg,247,Elegant dress with a flattering silhouette — perfect for any occasion.,https://www.ajio.com/oxxo-v-neck-a-line-dress-with-elasticated-waist/p/469151077_white,white,Women,
Oxxo Striped Off-Shoulder Top,1499,Clothing,Tops,https://assets.ajio.com/medias/sys_master/root/20230518/8MUl/6466423c42f9e729d797c442/oxxo_midnight_blue_striped_off-shoulder_top.jpg,234,"Trendy top with a chic design — pairs well with jeans, skirts, or palazzos.",https://www.ajio.com/oxxo-striped-off-shoulder-top/p/469291494_midnight,midnight,Women,
Oxxo Straight Fit Culottes with Buttons Closure,3199,Clothing,Trousers & Pants,https://assets.ajio.com/medias/sys_master/root/20230518/PU36/6466692dd55b7d0c63c5014e/oxxo_beige_straight_fit_culottes_with_buttons_closure.jpg,391,Well-tailored trousers with a clean finish — ideal for formal and semi-formal occasions.,https://www.ajio.com/oxxo-straight-fit-culottes-with-buttons-closure/p/469291162_beige,beige,Women,
I Saw It First Striped Twist-Front Cropped Shirt,1999,Clothing,Shirts,https://assets.ajio.com/medias/sys_master/root/20220912/mZET/631f4bd0aeb269dbb383a44e/i_saw_it_first_white_striped_twist-front_cropped_shirt.jpg,301,Classic regular-fit shirt with clean collar — versatile for both office and casual outings.,https://www.ajio.com/i-saw-it-first-striped-twist-front-cropped-shirt/p/469179924_mintgreen,mintgreen,Women,
Oxxo Floral Print Flared Skirt,3099,Clothing,Skirts,https://assets.ajio.com/medias/sys_master/root/20221125/vAG5/6380ee2aaeb269659cb657cf/oxxo_multicoloured_floral_print_flared_skirt.jpg,239,Premium quality Skirts at an unbeatable discounted price — grab it before stock runs out.,https://www.ajio.com/oxxo-floral-print-flared-skirt/p/469291487_green,green,Women,
Xint Shirt with Concealed Placket,2499,Clothing,Shirts,https://assets.ajio.com/medias/sys_master/root/20230914/IVAr/650325aeddf7791519d8b6b3/xint_purple_shirt_with_concealed_placket.jpg,316,Classic regular-fit shirt with clean collar — versatile for both office and casual outings.,https://www.ajio.com/xint-shirt-with-concealed-placket/p/469396417_purple,purple,Women,
Oxxo Open-Front Shrug with Bell Sleeves,2599,Clothing,Shrugs & Jackets,https://assets.ajio.com/medias/sys_master/root/20230518/WL5l/6466631cd55b7d0c63c4ddab/oxxo_beige_open-front_shrug_with_bell_sleeves.jpg,329,Stylish jacket with a modern cut — adds an instant edge to any outfit.,https://www.ajio.com/oxxo-open-front-shrug-with-bell-sleeves/p/469291223_beige,beige,Women,
